Nazwa punktu pomiarowego,Grupa,Budynek,Klatka,Lokal,Właściciel,Lokalizacja,Uwagi,Mierzona wielkość,Nr miernika,Typ urządzenia,Nr radiowy,Objętość [m3] wrzesień 2020,"Objętość [m3] 
sierpień
 2020",Objętość [m3] lipiec 2020
1589558,odczyty z dnia 2020-07-01,Orzechowa 46,,1,,-,,CW,61543325,AT-WMBUS-16-2,1589558,34.19,33.945,32.519
1591745,odczyty z dnia 2020-07-01,Orzechowa 46,,1,,-,,ZW,61592165,AT-WMBUS-16-2,1591745,59.951,59.594,57.301
1589101,odczyty z dnia 2020-07-01,Orzechowa 46,,2,,-,,CW,61543228,AT-WMBUS-16-2,1589101,26.878,25.838,24.766
1600749,odczyty z dnia 2020-07-01,Orzechowa 46,,2,,-,,ZW,61592063,AT-WMBUS-16-2,1600749,34.03,29.07,23.415
1607736,odczyty z dnia 2020-07-01,Orzechowa 46,,3,,-,,CW,61543151,AT-WMBUS-16-2,1607736,82.555,81.119,80.681
1591356,odczyty z dnia 2020-07-01,Orzechowa 46,,3,,-,,ZW,61591168,AT-WMBUS-16-2,1591356,110.952,108.682,107.766
1606647,odczyty z dnia 2020-07-01,Orzechowa 46,,4,,-,,CW,61543152,AT-WMBUS-16-2,1606647,216.664,209.534,201.259
1567116,odczyty z dnia 2020-07-01,Orzechowa 46,,4,,-,,ZW,61592138,AT-WMBUS-16-2,1567116,194.227,187.722,180.912
1608504,odczyty z dnia 2020-07-01,Orzechowa 46,,5,,-,,CW,61543171,AT-WMBUS-16-2,1608504,121.877,117.309,111.702
1567090,odczyty z dnia 2020-07-01,Orzechowa 46,,5,,-,,ZW,61592140,AT-WMBUS-16-2,1567090,146.196,141.351,136.078
1598760,odczyty z dnia 2020-07-01,Orzechowa 46,,6,,-,,CW,61543178,AT-WMBUS-16-2,1598760,66.442,63.52,60.097
1591735,odczyty z dnia 2020-07-01,Orzechowa 46,,6,,-,,ZW,61592241,AT-WMBUS-16-2,1591735,94.742,89.899,86.357
1593478,odczyty z dnia 2020-07-01,Orzechowa 46,,7,,-,,CW,61543159,AT-WMBUS-16-2,1593478,123.206,118.094,111.799
1567546,odczyty z dnia 2020-07-01,Orzechowa 46,,7,,-,,ZW,61591209,AT-WMBUS-16-2,1567546,93.978,90.608,87.273
1601771,odczyty z dnia 2020-07-01,Orzechowa 46,,8,,-,,CW,61543318,AT-WMBUS-16-2,1601771,28.596,27.143,25.596
1591725,odczyty z dnia 2020-07-01,Orzechowa 46,,8,,-,,ZW,61592163,AT-WMBUS-16-2,1591725,57.25,53.904,51.174
1602899,odczyty z dnia 2020-07-01,Orzechowa 46,,9,,-,,CW,61543175,AT-WMBUS-16-2,1602899,33.563,32.403,31.559
1595883,odczyty z dnia 2020-07-01,Orzechowa 46,,9,,-,,ZW,61591210,AT-WMBUS-16-2,1595883,75.651,72.85,70.956
1603848,odczyty z dnia 2020-07-01,Orzechowa 46,,10,,-,,CW,61543165,AT-WMBUS-16-2,1603848,19.115,18.426,17.396
1589108,odczyty z dnia 2020-07-01,Orzechowa 46,,10,,-,,ZW,61592132,AT-WMBUS-16-2,1589108,46.149,44.487,42.661
1589505,odczyty z dnia 2020-07-01,Orzechowa 46,,11,,-,,CW,61543238,AT-WMBUS-16-2,1589505,52.375,52.375,52.375
1590750,odczyty z dnia 2020-07-01,Orzechowa 46,,11,,-,,ZW,61592088,AT-WMBUS-16-2,1590750,94.825,94.823,94.823
1587388,odczyty z dnia 2020-07-01,Orzechowa 46,,12,,-,,CW,61543292,AT-WMBUS-16-2,1587388,0.094,0.094,0.094
1570758,odczyty z dnia 2020-07-01,Orzechowa 46,,12,,-,,ZW,61591190,AT-WMBUS-16-2,1570758,2.678,2.573,2.497
1598109,odczyty z dnia 2020-07-01,Orzechowa 46,,13,,-,,CW,61543161,AT-WMBUS-16-2,1598109,52.041,50.782,48.95
1600860,odczyty z dnia 2020-07-01,Orzechowa 46,,13,,-,,ZW,61591199,AT-WMBUS-16-2,1600860,123.483,120.067,115.018
1588843,odczyty z dnia 2020-07-01,Orzechowa 46,,14,,-,,CW,61537084,AT-WMBUS-16-2,1588843,68.039,65.272,62.199
1583036,odczyty z dnia 2020-07-01,Orzechowa 46,,14,,-,,ZW,61592258,AT-WMBUS-16-2,1583036,51.911,50.515,49.105
1609438,odczyty z dnia 2020-07-01,Orzechowa 46,,15,,-,,CW,61543155,AT-WMBUS-16-2,1609438,90.844,86.419,82.05
1594699,odczyty z dnia 2020-07-01,Orzechowa 46,,15,,-,,ZW,61591173,AT-WMBUS-16-2,1594699,69.006,65.511,60.863
1598563,odczyty z dnia 2020-07-01,Orzechowa 46,,16,,-,,CW,61543167,AT-WMBUS-16-2,1598563,99.939,96.465,92.965
1591241,odczyty z dnia 2020-07-01,Orzechowa 46,,16,,-,,ZW,61591182,AT-WMBUS-16-2,1591241,173.534,167.467,161.079
1603750,odczyty z dnia 2020-07-01,Orzechowa 46,,17,,-,,CW,61543168,AT-WMBUS-16-2,1603750,76.182,73.303,69.493
1600675,odczyty z dnia 2020-07-01,Orzechowa 46,,17,,-,,ZW,61591223,AT-WMBUS-16-2,1600675,93.034,90.11,87.37
1588931,odczyty z dnia 2020-07-01,Orzechowa 46,,18,,-,,CW,61537081,AT-WMBUS-16-2,1588931,77.127,73.413,68.957
1602332,odczyty z dnia 2020-07-01,Orzechowa 46,,18,,-,,ZW,61592283,AT-WMBUS-16-2,1602332,87.773,83.733,79.434
1610020,odczyty z dnia 2020-07-01,Orzechowa 46,,19,,-,,CW,61543162,AT-WMBUS-16-2,1610020,78.32,75.595,71.883
1614135,odczyty z dnia 2020-07-01,Orzechowa 46,,19,,-,,ZW,61591207,AT-WMBUS-16-2,1614135,108.276,103.957,98.904
1590156,odczyty z dnia 2020-07-01,Orzechowa 46,,20,,-,,CW,61543233,AT-WMBUS-16-2,1590156,25.101,23.784,22.466
1600590,odczyty z dnia 2020-07-01,Orzechowa 46,,20,,-,,ZW,61592065,AT-WMBUS-16-2,1600590,37.117,36.016,34.927
1604947,odczyty z dnia 2020-07-01,Orzechowa 46,,21,,-,,CW,61543182,AT-WMBUS-16-2,1604947,99.269,95.689,92.109
1584818,odczyty z dnia 2020-07-01,Orzechowa 46,,21,,-,,ZW,61591224,AT-WMBUS-16-2,1584818,100.949,96.563,92.586
1608942,odczyty z dnia 2020-07-01,Orzechowa 46,,22,,-,,CW,61543146,AT-WMBUS-16-2,1608942,51.042,49.018,46.319
1601749,odczyty z dnia 2020-07-01,Orzechowa 46,,22,,-,,ZW,61591180,AT-WMBUS-16-2,1601749,111.292,108.519,102.854
1591004,odczyty z dnia 2020-07-01,Orzechowa 46,,23,,-,,CW,61543244,AT-WMBUS-16-2,1591004,94.502,91.163,87.443
1595967,odczyty z dnia 2020-07-01,Orzechowa 46,,23,,-,,ZW,61592071,AT-WMBUS-16-2,1595967,105.079,100.261,96.33
1592433,odczyty z dnia 2020-07-01,Orzechowa 46,,24,,-,,CW,61537068,AT-WMBUS-16-2,1592433,79.241,76.02,72.627
